"Pri tem opozarjajo na zakon o kazenskem postopku, ki vsem državnim organom, tudi Komisiji za preprečevanje korupcije, nalaga, da morajo prijaviti kazniva dejanja, za katera se storilec preganja po uradni dolžnosti, če so o njih obveščeni.
»Komisija ni obvestila policije o posedovanju dokumentacije, ki po njihovih izjavah kaže na sum korupcije in kazniva dejanja, temveč smo od njih dokumentacijo zahtevali sami,« so še navedli na GPU.
","Pri tem opozarjajo na Zakon o kazenskem postopku, ki od vseh državnih organov, vključno s Komisijo za preprečevanje korupcije, zahteva, da prijavijo kazniva dejanja, za katera je storilec preganjan po uradni dolžnosti, če so o njih obveščeni. ""Komisija ni obvestila policije o posedovanju dokumentacije, ki po njihovih navedbah kaže na sum korupcije in kaznivih dejanj, ampak smo od njih zahtevali dokumentacijo,"" so še navedli na GPU."
"Dr. Igor Grdina z Inštituta za kulturno zgodovino ZRC SAZU, je ocenil, da je Trubar osrednja osebnost slovenske kulturne, v marsičem pa tudi siceršnje zgodovine.
Z oblikovanjem nacionalnega knjižnega jezika je neizbrisno zaznamoval življenje rojakov: ustvaril jim je izrazno sredstvo in instrument komunikacije, ki jih je povezoval v času in prostoru ne glede na nazorske razlike.
Njegov knjižni jezik so že v začetku 17. stoletja prevzeli tudi katoliški pisci.
Trubar sodi v vrsto velikih evropskih reformatorjev.
Podobno kot Martin Luther se je, tako Grdina, zavzemal za razvoj šolstva in je poleg verskih del izdajal tudi didaktična.
Skrbel je za izobrazbo nadarjenih mlajših rojakov; eden izmed njih – Jurij Dalmatin – je leta 1584 izdal prvi slovenski prevod celotnega Svetega pisma.
Trubar je posebno pozornost namenjal glasbi oziroma petju.
Njegov Katekizem iz leta 1550 tako ni prvenec samo med slovenskimi knjigami, ampak tudi med notnimi tiski.
","Dr. Igor Grdina z Inštituta za kulturno zgodovino ZRC SAZU, je Trubarja ocenil kot osrednjo osebnost slovenske kulturne zgodovine in v mnogih pogledih tudi preteklosti. Z nastankom nacionalnega knjižnega jezika je neizbrisno zaznamoval življenje svojih rojakov: zanje je ustvaril izrazno sredstvo in instrument komunikacije, ki jih je ne glede na ideološke razlike povezoval v času in prostoru. Njegov knjižni jezik so na začetku 17. stoletja privzeli katoliški pisci. Trubar sodi med številne velike evropske reformatorje. Tako kot Martin Luther, Grdina, se je zavzemal za razvoj vzgoje in izobraževanja, poleg verskih del pa je izdajal tudi didaktične knjige. Skrbel je za vzgojo nadarjenih mladih, eden izmed njih - Jurij Dalmatin - je izdal prvi slovenski glasbeni prevod v celotnem 15. letu 155084."
"Slavnostni govorniki so poudarili, da je skupna evropska valuta evro zgodba o uspehu in eden ključnih simbolov evropskega združevanja.
Pri tem so izpostavili uspešno delo ECB.
Premier Janša je v svojem nagovoru dejal, da so vizionarski politiki in ekonomisti prepoznali potrebo po političnem in ekonomskem povezovanju Evrope, uvedba skupne evropske valute pa je tako postala politični in gospodarski uspeh.
»Prevzem skupne valute je poglobil integracijo EU in predstavlja enega najbolj otipljivih simbolov EU, ekonomsko pa državam članicam skupnega monetarnega območja prinaša veliko večjo stabilnost in odzivnost na globalno ekonomsko dogajanje,« je dejal premier.
Poudaril je, da stabilno ekonomsko okolje pomeni nižje obresti, nižjo inflacijo, manj tveganj, nižje stroške poslovanja in več trgovanja, vse to pa so pogoji za vzdržno gospodarsko rast, rast zaposlenosti in socialno kohezijo.
","Predsednik vlade Janez Janša je v svojem nagovoru poudaril, da so vizionarski politiki in ekonomisti prepoznali potrebo po političnem in gospodarskem povezovanju v Evropi, zato je uvedba enotne evropske valute postala politični in gospodarski uspeh. ""Sprejetje skupne valute je poglobilo povezovanje EU in je eden najbolj oprijemljivih simbolov EU. Z gospodarskega vidika prinaša večjo stabilnost in odzivnost na svetovna gospodarska gibanja za članice skupnega denarnega območja "", je dejal predsednik vlade. Poudaril je, da stabilno ekonomsko okolje pomeni nižje obrestne mere, nižja tveganja, nižje stroške poslovanja in več trgovine, kar so vsi pogoji za trajnostno rast zaposlovanja, inflacije in socialne kohezije."
"Ko je dvojna monarhija propadla, ni Vauhnik omahoval niti za hip, ampak se je takoj pridružil skupini oficirjev in vojakov okoli generala Maistra.
Bil je med tistimi, ki jim je uspelo obraniti Maribor in je v letu 1919 sodeloval v bojih na Koroškem.
Vauhnik je bil ranjen, je pa tudi napredoval in postal stotnik.
Ob koncu bojev na Koroškem, ko je vprašanje meja iz rok vojakov prevzela diplomacija, je Vauhnik zaprosil za sprejem v vojsko Kraljevine Srbov, Hrvatov in Slovencev.
Sprejeli so ga in mu potrdili stotniški čin.
","Po razpadu dvojne monarhije se Vauhnik ni niti za trenutek spotaknil, ampak se je takoj pridružil skupini častnikov in vojakov okoli generala Maistra. Bil je med tistimi, ki so uspeli braniti Maribor in leta 1919 sodelovali v bojih na Koroškem. Vauhnik je bil ranjen, vendar je tudi napredoval in postal kapetan. Ob koncu bitk na Koroškem, ko je vprašanje meje prevzela diplomacija, je Vauhnik zaprosil za sprejem v vojsko Kraljevine Hrvatov, Srbov in Slovencev."
"Navajamo nekaj primerov cen vrtcev v drugih občinah (vse primerjave so za 8. plačilni razred): v občini Ig je primerljivo najvišje plačilo staršev 344 evrov, v Kranju 305 evrov, v Novi Gorici 361, v Celju 295, Slovenskih Konjicah 324, Grosupljem 360, Novem mestu 323 in v Dolu pri Ljubljani 333 evrov; samo v Mariboru je plačilo nižje, in sicer 260 evrov.
Iz tega je povsem razvidno, da so cene v vrtcih v Ljubljani za najmanj enak javni program med najnižjimi v državi.
","Tukaj je nekaj primerov cen vrtcev v drugih občinah (vse primerjave so za 8. plačni razred:) v občini Ig, maksimalno plačilo staršev je primerljivo 344 evrov, v Kranju 305 evrov, v Novi Gorici 361 evrov, v Celju 295, Slovenskih Konjicah 324, Grosuplje 360, Novo mesto 323 in v Dolu pri Ljubljani 333 evrov samo v Mariboru, plačilo je nižje, in sicer 260 evrov. Iz tega je povsem očitno, da so cene v ljubljanskih vrtcih za vsaj enak javni program med najnižjimi v državi."
"Prejšnji teden so na javni tribuni v ljubljanskem Cankarjevem domu znova razpravljali o izzivih podnebnih sprememb.
Romana Jordan Cizelj, evropska poslanka in podpredsednica SDS, je dejala, da svet resno računa na to, da bo Evropa pokazala dobro prakso pri manjšanju izpustov toplogrednih plinov.
""EU vidimo kot 'vlečnega konja' na tem področju,"" je še dodala.
Jordan Cizljeva je tudi dejala, da je bil zaradi podnebnih sprememb v evropskem parlamentu ustanovljen poseben odbor, ki pripravlja strategijo evropskega parlamenta na tem področju.
Dokument je v dveh delih, prvi del vsebuje znanstvena dognanja, drugi pa ukrepe.
Poročevalec začasnega odbora za podnebne spremembe v evropskem parlamentu Karl-Heinz Florenz pa je poudaril, da bomo na področju prilagajanja podnebnim spremembam in doseganjem okoljevarstvenih ciljev dosegli več z motivacijo kot s kaznovanjem.
Menil je tudi, da je treba doseči zlasti večjo učinkovitost in kakovost.
Florenz je prepričan, da je lahko iskanje novih tehnoloških rešitev pri doseganju ciljev za zmanjšanje izpustov toplogrednih plinov priložnost zlasti za srednje velika podjetja.
Zavzel se je tudi za evropsko okoljevarstveno zunanjo politiko.
","Romana Jordan Cizelj, poslanka Evropskega parlamenta in podpredsednica SDS, je dejala, da svet resno računa na to, da bo Evropa pokazala dobro prakso pri zmanjševanju emisij toplogrednih plinov. ""EU vidimo kot"" konja ""na tem področju,"" je dodala Jordan Cizljeva. Jordan Cizljeva je še dejal, da je bil zaradi podnebnih sprememb v Evropskem parlamentu ustanovljen poseben odbor, ki pripravlja strategijo Evropskega parlamenta na tem področju. Dokument je sestavljen iz dveh delov, prvi del vsebuje znanstvene ugotovitve, drugi del pa vsebuje ukrepe. Poročevalec Začasnega odbora za podnebne spremembe v Evropskem parlamentu Karl-Hein Florenz je dejal, da bomo na področju prilagajanja in podnebnih sprememb dosegli več kakovostnih ciljev z doseganjem okoljskih ciljev kot z motiviranjem evropskih emisij toplogrednih plinov. V njem je poudaril, da je treba prizadevanja evropskega podjetja za zmanjšanje emisij toplogrednih plinov učinkoviteje doseči."
"* 23.5.1915 je Italija po pristopu k silam antante napovedala vojno Avstro-Ogrski.
Naslednji dan so italijanske čete napadle avstrijske položaje ob Soči.
Zasedle so ozemlje, ki je spadalo v deželo Goriško-Gradiščansko, v kateri je živelo 260.000 prebivalcev.
","Italija je ob pristopu Italije k antanti napovedala vojno Avstriji - Madžarski. Naslednji dan so italijanske čete napadle avstrijske položaje ob Soški reki in zasedle ozemlje, ki je pripadalo goriški pokrajini - Gradiščanski, z 260.000 prebivalci."
"Bolezen je bila vse hujša in Marija Terezija je za njenimi posledicami umrla 29. novembra 1780 na Dunaju v 63. letu starosti.
V skladu z družinsko tradicijo Habsburžanov so njeno truplo pokopali v Kapucinski grobnici na Dunaju.
Nasledil jo je sin Jožef II., ki se je tudi sam vpisal v zgodovino kot eden vodilnih evropskih razsvetljenih absolutistov.
","Bolezen se je še poslabšala in Marija Terezija je zaradi nje umrla 29. novembra 1780 na Dunaju v starosti 63 let. Po habsburškem družinskem izročilu so njeno telo pokopali v kapucinskem grobu na Dunaju. Nasledil jo je sin Jožef II., ki se je v zgodovino zapisal kot eden vodilnih razsvetljenih absolutistov v Evropi."
"Med dolgoletnim suženjstvom je lahko za kratek čas obiskal svojega brata, ki živi v domači hiši in ima nekaj malega zemlje.
Brat ni najbolj sposoben za delo, tako da je večja in zahtevnejša dela opravil Jože.
A nikoli ni prišel sam, vedno v spremstvu članov družine Brajdič, ki ga niso izpustili z oči.
Pod njihovim nadzorom je opravil, kar je pač moral, nato pa spet odšel z njimi v tabor.
V vseh teh letih ni niti enkrat samkrat prespal pod lastno streho.
Šele v začetku letošnjega leta, februarja, se je Jože Klobučar pojavil na policiji.
Podal je prijavo, v kateri je izjavil, da je bil vsa ta leta v suženjstvu.
Tistega dne naj bi mu bilo končno uspelo zbrati dovolj poguma in pobegniti.
Od takrat se menda skriva na neki tajni lokaciji.
Boji se, da bi se mu zasužnjevalci lahko kako maščevali.
","V svojih dolgih letih suženjstva je lahko za kratek čas obiskal svojega brata, ki živi v svojem domu in ima nekaj malega zemlje. Brat ni dobro opremljen za svoje delo, zato je za Jožeta opravljal večja in zahtevnejša dela. Toda nikoli ni prišel sam, vedno so ga spremljali člani družine Brajdić, ki ga niso pustili. Pod njihovim nadzorom je naredil, kar je moral storiti, nato pa se je z njimi vrnil v tabor. V vseh teh letih ni nikoli spal pod lastno streho. Šele v začetku februarja tega leta se je Jože Hatter pojavil policiji. Vložil je poročilo, v katerem je izjavil, da je bil v suženjstvu vsa ta leta. Na ta dan mu je končno uspelo pobegniti. Od takrat naprej se je bal, da bi se lahko maščeval."
"Kamor koli pogledamo, vidimo, da je nekaj narobe s slovensko identiteto.
Tako smo šele nedavno dobili temeljno strokovno knjigo o najznačilnejših slovenskih jedeh v 24 gastronomskih pokrajinah.
Razen kakšne izjeme se je predvsem ob prihodu tujcev dolgo postavljalo vprašanje, katere jedi so pravzaprav slovenske nacionalne.
Vendar se je medtem že utrdil z Balkana dobro znani in agresivni uvoženi izbor, kjer ne manjka ne čevapčičev ne ražnjičev ne pleskavic in bureka.
Kazalo je, kot da se ta hrana namerno forsira, ob raznih praznikih na prostem je bila kar najbolj pripuščena, v ospredju.
Opozorila zavednega Slovenca Bojana Štiha niso nič zalegla.
Kranjska klobasa denimo, še vedno znana na Dunaju, je povsem izginila iz javnosti in se začenja šele zdaj znova sramežljivo pojavljati.
Podobno je z zabavno glasbo iz nekdanje skupne države, brez katere očitno niti po osamosvojitvi ne gre (zato je šele ministrstvo za kulturo sedanje demokratične vlade poseglo z določilom o minimumu predvajanja slovenske zabavne glasbe v javnih občilih), prav tako ne gre brez izvajalcev s tega območja.
Resnično se skrbi, da bi se tudi tako čim bolj nevtralizirala slovenska identiteta in da nikakor ne bi izgubili stika z Balkanom.
Zamisel starih sil po osamosvojitvi je, da ker forme nekdanje skupne države nepreklicno ni več, naj ostane vsebina s starimi vrednotami in povezavami.
Zato tudi takšno sistematično forsiranje gospodarskih stikov s tem revnim, obubožanim in nesolidnim balkanskim območjem, ki ga Slovenija z visokim pozitivnim trgovinskim saldom izdatno kreditira in ki se ponekod kot stalnica nanjo sovražno odziva.
Očitno še ni bilo dovolj hlapčevanja.
","Kamorkoli pogledamo, vidimo, da je nekaj narobe s slovensko identiteto. Tako smo šele pred kratkim dobili osnovno strokovno knjigo o najpomembnejših slovenskih jedeh v 24 gastronomskih regijah. S prihodom tujcev se je že dolgo postavljalo vprašanje, katere jedi so pravzaprav slovenske narodne. Vendar pa se je dobro znana in agresivna uvožena selekcija utrdila z Balkana, kjer ne manjka niti čevapčiča, ražnjičiča ali pleskovice in bureka. Zdelo se je, da je ta hrana namerno vsiljena, v času različnih počitnic na prostem je najbolj priljubljena ostala v ospredju. Opozorila slovenskega zavestnega Bojana Štih niso bila nič slabega. Kranjska klobasa, še vedno znana na Dunaju, je na primer, izginila iz javnosti in zdaj je ta povezava s slovensko glasbo popolnoma nevtralna, tako da se v nekdanji balkanski deželi ni več pojavljala. Kranjska klobasa, še danes znana na Dunaju, je bila sistematično povezana s slovensko glasbo, tako da ni več zabave, da se ne pojavlja v nekdanji balkanski deželi."
